fecha_contacto,cliente,forma_pago,ubicacion,m2_referencia,tipologia,sistema_constructivo,tipo_entrega,revestimiento,estado_lead,distancia_km,precio_cotizado
2025-09-07,Elena Garcia,CONTADO,BUENOS AIRES,27.2,CABAÑA,S.F,LLAVE EN MANO,MADERA,NO LE INTERESA,670.0,14666000.0
2024-07-28,Ana Gonzalez,CONTADO,MENDIOLAZA,43.1,AMERICANA,W.F,LLAVE EN MANO,LADRILLO,POTABLE,28.0,19411000.0
2025-09-14,Ana Martinez,PLAN 36-60,CARLOS PAZ,49.3,CABAÑA,E.E,LLAVE EN MANO,MADERA,POTABLE,47.0,19829000.0
2025-09-07,Lucia Rodriguez,PLAN 36-60,CARLOS PAZ,42.6,MINIMALISTA,S.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,35.0,21611000.0
2025-11-13,Ana Rodriguez,FINANCIACION PROPIA,MENDIOLAZA,54.4,AMERICANA,E.E,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,42.0,21009000.0
2025-04-04,Maria Garcia,NO SABE,ALTA GRACIA,60.5,AMERICANA,W.F,OBRA GRIS,LADRILLO,VENDIDO,42.0,19514000.0
2024-12-21,Luis Romero,PLAN 36-60,BUENOS AIRES,76.4,AMERICANA,E.E,LLAVE EN MANO,LADRILLO,POTABLE,693.0,30247000.0
2024-11-19,Carla Garcia,PLAN 36-60,BUENOS AIRES,56.8,MINIMALISTA,E.E,OBRA GRIS,MADERA,POTABLE,682.0,16422000.0
2024-05-12,Luis Gonzalez,CONTADO,SANTIAGO DEL ESTERO,43.8,AMERICANA,S.F,LLAVE EN MANO,MADERA,POTABLE,425.0,20996000.0
2024-05-06,Carla Perez,FINANCIACION PROPIA,CÓRDOBA CAPITAL,75.3,MINIMALISTA,S.F,LLAVE EN MANO,,NO LE INTERESA,7.0,38619000.0
2024-04-15,Pedro Romero,CONTADO,MENDIOLAZA,38.6,CABAÑA,S.F,OBRA GRIS,,POTABLE,27.0,13470000.0
2025-08-26,Ana Garcia,CONTADO,CARLOS PAZ,22.3,CABAÑA,W.F,LLAVE EN MANO,PIEDRA NATURAL,VENDIDO,51.0,9636000.0
2025-01-12,Ana Garcia,FINANCIACION PROPIA,CÓRDOBA CAPITAL,79.1,MINIMALISTA,E.E,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,22.0,29516000.0
2024-02-20,Luis Lopez,CONTADO,CÓRDOBA CAPITAL,77.8,AMERICANA,W.F,OBRA GRIS,,NO LE INTERESA,27.0,24561000.0
2024-01-29,Lucia Romero,CONTADO,ALTA GRACIA,39.2,AMERICANA,W.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,38.0,12063000.0
2025-04-06,Luis Perez,PLAN 36-60,CARLOS PAZ,47.0,MINIMALISTA,W.F,LLAVE EN MANO,,NO LE INTERESA,41.0,20982000.0
2024-10-22,Elena Rodriguez,CONTADO,LA PLATA,36.7,CABAÑA,W.F,LLAVE EN MANO,MADERA,NO LE INTERESA,733.0,16873000.0
2024-10-23,Carla Garcia,CONTADO,CÓRDOBA CAPITAL,61.5,MINIMALISTA,S.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,23.0,28779000.0
2025-12-26,Diego Lopez,PLAN 36-60,CARLOS PAZ,89.6,AMERICANA,E.E,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,54.0,35800000.0
2026-02-17,Ana Romero,PLAN 36-60,BUENOS AIRES,69.1,AMERICANA,S.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,742.0,36395000.0
2025-02-10,Luis Perez,CONTADO,CÓRDOBA CAPITAL,75.7,AMERICANA,S.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,6.0,36766000.0
2026-02-07,Juan Garcia,NO SABE,ALTA GRACIA,71.4,AMERICANA,W.F,LLAVE EN MANO,,VENDIDO,43.0,33338000.0
2025-09-04,Elena Martinez,CONTADO,ALTA GRACIA,55.0,CABAÑA,S.F,LLAVE EN MANO,LADRILLO,VENDIDO,36.0,25733000.0
2025-02-08,Lucia Gonzalez,FINANCIACION PROPIA,LA PLATA,76.7,CABAÑA,E.E,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,714.0,32002000.0
2024-12-11,Lucia Sanchez,CONTADO,ALTA GRACIA,69.9,CABAÑA,W.F,OBRA GRIS,MADERA,POTABLE,37.0,21577000.0
2025-09-13,Juan Romero,,CARLOS PAZ,83.8,AMERICANA,S.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,37.0,30380000.0
2025-02-23,Ana Rodriguez,CONTADO,MENDIOLAZA,45.8,AMERICANA,W.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,28.0,21480000.0
2024-06-30,Carla Romero,CONTADO,ALTA GRACIA,20.2,AMERICANA,E.E,OBRA GRIS,MADERA,POTABLE,45.0,5887000.0
2024-01-01,Maria Gonzalez,CONTADO,MENDIOLAZA,75.9,MINIMALISTA,W.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,30.0,25270000.0
2025-07-20,Maria Lopez,PLAN 36-60,LA PLATA,62.0,AMERICANA,S.F,LLAVE EN MANO,MADERA,POTABLE,787.0,31755000.0
2025-01-05,Carla Garcia,PLAN 36-60,BUENOS AIRES,49.1,CABAÑA,S.F,OBRA GRIS,MADERA,NO LE INTERESA,674.0,17768000.0
2025-10-22,Carla Lopez,CONTADO,SANTIAGO DEL ESTERO,50.2,CABAÑA,E.E,OBRA GRIS,LADRILLO,NO LE INTERESA,416.0,14890000.0
2025-03-06,Diego Rodriguez,NO SABE,CÓRDOBA CAPITAL,106.1,CABAÑA,E.E,OBRA GRIS,PIEDRA NATURAL,POTABLE,21.0,29560000.0
2024-11-04,Carla Romero,CONTADO,CÓRDOBA CAPITAL,42.2,MINIMALISTA,W.F,OBRA GRIS,MADERA,POTABLE,19.0,12943000.0
2024-05-16,Juan Lopez,PLAN 36-60,CARLOS PAZ,37.9,CABAÑA,S.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,34.0,13285000.0
2024-07-20,Jorge Gonzalez,CONTADO,LA PLATA,56.7,MINIMALISTA,E.E,LLAVE EN MANO,PIEDRA NATURAL,VENDIDO,795.0,23773000.0
2025-03-11,Luis Gonzalez,PLAN 36-60,LA PLATA,78.6,MINIMALISTA,E.E,LLAVE EN MANO,MADERA,POTABLE,743.0,30374000.0
2024-11-08,Luis Perez,FINANCIACION PROPIA,LA PLATA,100.6,MINIMALISTA,S.F,OBRA GRIS,LADRILLO,POTABLE,747.0,36771000.0
2024-04-26,Maria Perez,PLAN 36-60,CÓRDOBA CAPITAL,68.1,AMERICANA,E.E,OBRA GRIS,MADERA,NO LE INTERESA,16.0,19383000.0
2025-10-27,Ana Romero,CONTADO,ALTA GRACIA,29.6,AMERICANA,E.E,OBRA GRIS,LADRILLO,NO LE INTERESA,43.0,8067000.0
2025-07-28,Jorge Garcia,CONTADO,CÓRDOBA CAPITAL,94.4,CABAÑA,S.F,LLAVE EN MANO,MADERA,NO LE INTERESA,19.0,45965000.0
2024-08-31,Lucia Lopez,FINANCIACION PROPIA,CÓRDOBA CAPITAL,54.6,CABAÑA,E.E,OBRA GRIS,MADERA,NO LE INTERESA,15.0,16021000.0
2025-06-20,Elena Romero,CONTADO,CÓRDOBA CAPITAL,38.2,MINIMALISTA,S.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,11.0,19454000.0
2025-08-24,Ana Romero,CONTADO,BUENOS AIRES,33.4,AMERICANA,S.F,OBRA GRIS,LADRILLO,POTABLE,750.0,12701000.0
2024-03-15,Juan Garcia,CONTADO,BUENOS AIRES,71.7,CABAÑA,W.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,691.0,23762000.0
2025-01-20,Luis Perez,CONTADO,ALTA GRACIA,59.8,CABAÑA,S.F,LLAVE EN MANO,MADERA,NO LE INTERESA,52.0,28276000.0
2024-07-28,Pedro Romero,CONTADO,SANTIAGO DEL ESTERO,61.9,AMERICANA,E.E,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,435.0,23759000.0
2025-04-19,Elena Romero,FINANCIACION PROPIA,CARLOS PAZ,80.7,MINIMALISTA,W.F,LLAVE EN MANO,,NO LE INTERESA,41.0,35703000.0
2025-02-21,Diego Garcia,FINANCIACION PROPIA,SANTIAGO DEL ESTERO,39.0,CABAÑA,W.F,OBRA GRIS,LADRILLO,VENDIDO,424.0,13775000.0
2024-12-12,Elena Martinez,PLAN 36-60,SANTIAGO DEL ESTERO,82.3,CABAÑA,E.E,OBRA GRIS,LADRILLO,NO LE INTERESA,475.0,24846000.0
2025-06-12,Luis Rodriguez,CONTADO,CÓRDOBA CAPITAL,44.6,AMERICANA,W.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,23.0,20770000.0
2025-10-01,Jorge Martinez,PLAN 36-60,SANTIAGO DEL ESTERO,98.3,AMERICANA,E.E,OBRA GRIS,LADRILLO,POTABLE,402.0,27707000.0
2026-02-01,Carla Romero,PLAN 36-60,CÓRDOBA CAPITAL,67.0,MINIMALISTA,W.F,LLAVE EN MANO,MADERA,POTABLE,7.0,29137000.0
2024-06-27,Elena Garcia,PLAN 36-60,CÓRDOBA CAPITAL,36.6,MINIMALISTA,E.E,LLAVE EN MANO,LADRILLO,NO LE INTERESA,28.0,14527000.0
2024-06-30,Elena Lopez,CONTADO,CARLOS PAZ,20.0,CABAÑA,S.F,OBRA GRIS,LADRILLO,POTABLE,52.0,7182000.0
2025-10-25,Diego Lopez,NO SABE,LA PLATA,71.2,MINIMALISTA,S.F,OBRA GRIS,MADERA,POTABLE,761.0,25865000.0
2024-01-25,Jorge Perez,PLAN 36-60,CÓRDOBA CAPITAL,47.5,CABAÑA,W.F,OBRA GRIS,LADRILLO,VENDIDO,17.0,15614000.0
2024-06-28,Luis Romero,,BUENOS AIRES,51.9,CABAÑA,W.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,741.0,18263000.0
2025-12-10,Lucia Martinez,,SANTIAGO DEL ESTERO,70.3,AMERICANA,S.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,414.0,25940000.0
2025-05-15,Pedro Rodriguez,CONTADO,CARLOS PAZ,75.2,CABAÑA,E.E,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,46.0,21130000.0
2024-06-09,Maria Perez,CONTADO,MENDIOLAZA,79.5,AMERICANA,W.F,OBRA GRIS,LADRILLO,POTABLE,32.0,26395000.0
2024-06-25,Luis Romero,FINANCIACION PROPIA,MENDIOLAZA,31.5,CABAÑA,S.F,LLAVE EN MANO,LADRILLO,POTABLE,39.0,14758000.0
2024-10-11,Elena Romero,CONTADO,MENDIOLAZA,83.5,CABAÑA,W.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,21.0,38353000.0
2024-03-03,Diego Romero,FINANCIACION PROPIA,SANTIAGO DEL ESTERO,43.4,CABAÑA,S.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,459.0,15459000.0
2025-10-23,Elena Sanchez,FINANCIACION PROPIA,LA PLATA,20.0,MINIMALISTA,S.F,LLAVE EN MANO,LADRILLO,POTABLE,766.0,10698000.0
2025-10-27,Lucia Gonzalez,PLAN 36-60,ALTA GRACIA,31.4,MINIMALISTA,S.F,LLAVE EN MANO,MADERA,POTABLE,56.0,14838000.0
2024-06-04,Lucia Sanchez,PLAN 36-60,LA PLATA,59.4,AMERICANA,E.E,LLAVE EN MANO,LADRILLO,POTABLE,778.0,23700000.0
2025-04-13,Elena Martinez,FINANCIACION PROPIA,CARLOS PAZ,35.4,CABAÑA,W.F,LLAVE EN MANO,PIEDRA NATURAL,VENDIDO,52.0,16825000.0
2024-02-18,Pedro Perez,PLAN 36-60,LA PLATA,53.2,AMERICANA,E.E,OBRA GRIS,MADERA,NO LE INTERESA,799.0,15958000.0
2024-03-24,Maria Gonzalez,CONTADO,MENDIOLAZA,61.8,AMERICANA,E.E,LLAVE EN MANO,MADERA,NO LE INTERESA,30.0,25309000.0
2024-12-26,Ana Sanchez,,LA PLATA,51.4,CABAÑA,S.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,724.0,25386000.0
2025-11-19,Juan Lopez,FINANCIACION PROPIA,CARLOS PAZ,45.1,MINIMALISTA,E.E,OBRA GRIS,MADERA,NO LE INTERESA,46.0,12321000.0
2024-05-27,Jorge Sanchez,CONTADO,CARLOS PAZ,30.0,MINIMALISTA,W.F,LLAVE EN MANO,MADERA,NO LE INTERESA,52.0,13681000.0
2025-09-21,Diego Garcia,NO SABE,MENDIOLAZA,55.4,AMERICANA,W.F,LLAVE EN MANO,MADERA,NO LE INTERESA,22.0,24631000.0
2024-12-07,Diego Rodriguez,CONTADO,BUENOS AIRES,,MINIMALISTA,S.F,OBRA GRIS,MADERA,POTABLE,716.0,8190000.0
2025-04-20,Diego Martinez,CONTADO,SANTIAGO DEL ESTERO,41.3,CABAÑA,S.F,LLAVE EN MANO,MADERA,VENDIDO,411.0,20691000.0
2024-03-03,Diego Romero,CONTADO,CÓRDOBA CAPITAL,36.4,CABAÑA,W.F,OBRA GRIS,LADRILLO,NO LE INTERESA,6.0,12095000.0
2025-12-01,Pedro Gonzalez,,ALTA GRACIA,50.2,MINIMALISTA,W.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,52.0,16131000.0
2024-12-25,Elena Rodriguez,FINANCIACION PROPIA,ALTA GRACIA,50.7,MINIMALISTA,S.F,OBRA GRIS,PIEDRA NATURAL,POTABLE,52.0,17952000.0
2025-07-14,Diego Gonzalez,NO SABE,MENDIOLAZA,74.2,AMERICANA,E.E,LLAVE EN MANO,LADRILLO,NO LE INTERESA,35.0,28618000.0
2024-11-22,Luis Perez,FINANCIACION PROPIA,BUENOS AIRES,86.7,MINIMALISTA,W.F,LLAVE EN MANO,LADRILLO,VENDIDO,746.0,41024000.0
2026-02-07,Luis Sanchez,,ALTA GRACIA,32.6,AMERICANA,S.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,37.0,11643000.0
2026-01-05,Diego Garcia,CONTADO,LA PLATA,94.9,CABAÑA,S.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,721.0,33943000.0
2024-05-20,Lucia Perez,CONTADO,CARLOS PAZ,39.4,CABAÑA,W.F,OBRA GRIS,LADRILLO,POTABLE,52.0,12479000.0
2024-08-02,Diego Garcia,PLAN 36-60,BUENOS AIRES,58.5,CABAÑA,S.F,LLAVE EN MANO,LADRILLO,POTABLE,710.0,30069000.0
2025-03-10,Carla Garcia,FINANCIACION PROPIA,CARLOS PAZ,65.2,MINIMALISTA,W.F,LLAVE EN MANO,MADERA,NO LE INTERESA,37.0,30753000.0
2025-12-23,Ana Romero,CONTADO,MENDIOLAZA,103.9,MINIMALISTA,S.F,OBRA GRIS,LADRILLO,NO LE INTERESA,38.0,35084000.0
2024-11-13,Diego Romero,NO SABE,CARLOS PAZ,,MINIMALISTA,S.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,52.0,22386000.0
2024-02-01,Pedro Rodriguez,PLAN 36-60,CÓRDOBA CAPITAL,20.0,AMERICANA,E.E,LLAVE EN MANO,MADERA,POTABLE,22.0,7907000.0
2025-10-31,Pedro Lopez,NO SABE,CARLOS PAZ,84.8,AMERICANA,S.F,OBRA GRIS,MADERA,POTABLE,50.0,29831000.0
2024-10-11,Pedro Martinez,CONTADO,CARLOS PAZ,38.3,AMERICANA,W.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,37.0,18121000.0
2024-10-31,Juan Sanchez,PLAN 36-60,BUENOS AIRES,47.8,CABAÑA,W.F,LLAVE EN MANO,PIEDRA NATURAL,VENDIDO,689.0,22821000.0
2025-03-04,Elena Garcia,FINANCIACION PROPIA,LA PLATA,32.6,AMERICANA,E.E,OBRA GRIS,LADRILLO,NO LE INTERESA,796.0,10663000.0
2025-04-21,Carla Perez,FINANCIACION PROPIA,SANTIAGO DEL ESTERO,47.8,MINIMALISTA,W.F,LLAVE EN MANO,MADERA,POTABLE,461.0,22272000.0
2024-10-12,Juan Gonzalez,CONTADO,ALTA GRACIA,38.2,MINIMALISTA,S.F,LLAVE EN MANO,MADERA,POTABLE,41.0,18310000.0
2024-05-23,Ana Gonzalez,NO SABE,LA PLATA,68.5,CABAÑA,E.E,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,762.0,28539000.0
2025-02-27,Diego Perez,FINANCIACION PROPIA,LA PLATA,56.6,MINIMALISTA,W.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,779.0,20214000.0
2024-01-19,Jorge Perez,CONTADO,LA PLATA,41.4,MINIMALISTA,S.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,732.0,22114000.0
2024-01-18,Jorge Martinez,CONTADO,ALTA GRACIA,74.9,MINIMALISTA,E.E,LLAVE EN MANO,MADERA,VENDIDO,51.0,28549000.0
2026-02-07,Juan Garcia,PLAN 36-60,MENDIOLAZA,60.1,AMERICANA,S.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,21.0,28941000.0
2025-08-12,Elena Sanchez,PLAN 36-60,LA PLATA,20.0,AMERICANA,W.F,LLAVE EN MANO,LADRILLO,POTABLE,740.0,10143000.0
2025-01-05,Pedro Rodriguez,FINANCIACION PROPIA,SANTIAGO DEL ESTERO,73.4,MINIMALISTA,W.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,467.0,34031000.0
2024-06-23,Carla Perez,CONTADO,MENDIOLAZA,58.7,MINIMALISTA,W.F,OBRA GRIS,LADRILLO,NO LE INTERESA,24.0,18358000.0
2024-07-12,Diego Gonzalez,PLAN 36-60,CARLOS PAZ,82.8,MINIMALISTA,W.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,36.0,36371000.0
2025-05-16,Lucia Sanchez,PLAN 36-60,SANTIAGO DEL ESTERO,57.5,MINIMALISTA,E.E,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,488.0,17268000.0
2024-04-22,Maria Sanchez,CONTADO,BUENOS AIRES,39.2,AMERICANA,W.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,727.0,19194000.0
2024-04-23,Juan Gonzalez,PLAN 36-60,MENDIOLAZA,50.9,CABAÑA,E.E,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,32.0,14785000.0
2024-08-09,Jorge Gonzalez,CONTADO,CARLOS PAZ,71.1,MINIMALISTA,E.E,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,35.0,20825000.0
2025-11-08,Luis Martinez,CONTADO,CARLOS PAZ,39.6,AMERICANA,S.F,LLAVE EN MANO,MADERA,NO LE INTERESA,39.0,19089000.0
2025-10-05,Elena Martinez,,LA PLATA,46.2,MINIMALISTA,W.F,OBRA GRIS,MADERA,NO LE INTERESA,767.0,16603000.0
2024-09-20,Maria Gonzalez,NO SABE,LA PLATA,50.6,CABAÑA,S.F,LLAVE EN MANO,MADERA,POTABLE,726.0,26313000.0
2024-02-24,Maria Martinez,CONTADO,ALTA GRACIA,,AMERICANA,S.F,OBRA GRIS,MADERA,POTABLE,47.0,11786000.0
2025-10-04,Diego Lopez,CONTADO,CÓRDOBA CAPITAL,39.9,AMERICANA,S.F,LLAVE EN MANO,LADRILLO,POTABLE,15.0,19127000.0
2026-02-16,Jorge Garcia,CONTADO,SANTIAGO DEL ESTERO,58.5,CABAÑA,S.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,448.0,28661000.0
2025-04-02,Carla Garcia,CONTADO,ALTA GRACIA,79.0,CABAÑA,S.F,LLAVE EN MANO,MADERA,NO LE INTERESA,38.0,39559000.0
2024-06-10,Carla Gonzalez,PLAN 36-60,ALTA GRACIA,61.3,AMERICANA,W.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,38.0,28877000.0
2025-01-14,Ana Romero,FINANCIACION PROPIA,SANTIAGO DEL ESTERO,54.1,CABAÑA,S.F,OBRA GRIS,MADERA,NO LE INTERESA,496.0,20318000.0
2024-03-27,Carla Perez,CONTADO,MENDIOLAZA,38.4,MINIMALISTA,E.E,LLAVE EN MANO,MADERA,POTABLE,44.0,15462000.0
2024-02-24,Carla Rodriguez,NO SABE,BUENOS AIRES,76.9,CABAÑA,E.E,LLAVE EN MANO,LADRILLO,NO LE INTERESA,703.0,30848000.0
2025-04-20,Diego Perez,CONTADO,SANTIAGO DEL ESTERO,63.7,CABAÑA,W.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,479.0,30075000.0
2024-06-26,Ana Gonzalez,FINANCIACION PROPIA,CARLOS PAZ,40.9,AMERICANA,E.E,OBRA GRIS,LADRILLO,POTABLE,46.0,11868000.0
2025-01-25,Jorge Romero,FINANCIACION PROPIA,BUENOS AIRES,73.0,CABAÑA,S.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,672.0,37710000.0
2024-12-14,Elena Rodriguez,PLAN 36-60,CÓRDOBA CAPITAL,66.2,AMERICANA,E.E,OBRA GRIS,LADRILLO,VENDIDO,12.0,18882000.0
2024-01-08,Luis Perez,CONTADO,MENDIOLAZA,38.7,MINIMALISTA,S.F,OBRA GRIS,MADERA,NO LE INTERESA,28.0,12972000.0
2024-11-08,Ana Garcia,PLAN 36-60,LA PLATA,53.0,CABAÑA,W.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,770.0,25447000.0
2026-01-28,Ana Romero,PLAN 36-60,CÓRDOBA CAPITAL,45.1,CABAÑA,E.E,OBRA GRIS,LADRILLO,VENDIDO,19.0,12629000.0
2025-03-18,Lucia Perez,FINANCIACION PROPIA,CÓRDOBA CAPITAL,107.7,AMERICANA,E.E,LLAVE EN MANO,MADERA,NO LE INTERESA,28.0,44211000.0
2026-02-05,Carla Romero,PLAN 36-60,LA PLATA,65.6,AMERICANA,E.E,OBRA GRIS,LADRILLO,POTABLE,789.0,19761000.0
2024-11-23,Lucia Martinez,PLAN 36-60,CÓRDOBA CAPITAL,58.7,CABAÑA,W.F,LLAVE EN MANO,LADRILLO,POTABLE,26.0,26788000.0
2024-02-23,Elena Garcia,FINANCIACION PROPIA,MENDIOLAZA,64.5,AMERICANA,W.F,LLAVE EN MANO,LADRILLO,POTABLE,42.0,30579000.0
2026-01-30,Luis Lopez,NO SABE,MENDIOLAZA,82.6,CABAÑA,E.E,LLAVE EN MANO,MADERA,NO LE INTERESA,40.0,31121000.0
2024-08-26,Juan Garcia,PLAN 36-60,MENDIOLAZA,53.3,MINIMALISTA,W.F,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,28.0,16820000.0
2024-08-16,Maria Rodriguez,FINANCIACION PROPIA,ALTA GRACIA,43.2,CABAÑA,S.F,OBRA GRIS,LADRILLO,POTABLE,40.0,15417000.0
2025-08-01,Elena Gonzalez,PLAN 36-60,ALTA GRACIA,,MINIMALISTA,W.F,OBRA GRIS,MADERA,NO LE INTERESA,49.0,22796000.0
2024-02-20,Ana Garcia,PLAN 36-60,MENDIOLAZA,51.5,MINIMALISTA,E.E,OBRA GRIS,LADRILLO,POTABLE,37.0,14253000.0
2025-08-31,Ana Martinez,PLAN 36-60,LA PLATA,33.6,AMERICANA,S.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,749.0,18278000.0
2025-08-26,Elena Martinez,FINANCIACION PROPIA,LA PLATA,29.7,AMERICANA,E.E,LLAVE EN MANO,LADRILLO,NO LE INTERESA,795.0,12937000.0
2024-09-20,Juan Garcia,CONTADO,SANTIAGO DEL ESTERO,85.6,AMERICANA,E.E,OBRA GRIS,MADERA,POTABLE,496.0,23731000.0
2025-02-21,Pedro Gonzalez,PLAN 36-60,SANTIAGO DEL ESTERO,57.6,AMERICANA,E.E,OBRA GRIS,LADRILLO,NO LE INTERESA,457.0,16495000.0
2024-04-05,Ana Gonzalez,PLAN 36-60,MENDIOLAZA,43.2,CABAÑA,W.F,OBRA GRIS,LADRILLO,VENDIDO,31.0,13365000.0
2024-03-28,Diego Romero,CONTADO,BUENOS AIRES,50.3,MINIMALISTA,E.E,OBRA GRIS,PIEDRA NATURAL,POTABLE,744.0,15285000.0
2024-03-18,Carla Gonzalez,CONTADO,CÓRDOBA CAPITAL,71.1,CABAÑA,S.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,6.0,33709000.0
2024-10-14,Lucia Romero,FINANCIACION PROPIA,CÓRDOBA CAPITAL,49.1,MINIMALISTA,S.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,8.0,24931000.0
2024-04-29,Juan Sanchez,PLAN 36-60,LA PLATA,26.0,MINIMALISTA,S.F,LLAVE EN MANO,LADRILLO,NO LE INTERESA,795.0,14040000.0
2025-05-05,Carla Lopez,CONTADO,BUENOS AIRES,61.5,MINIMALISTA,E.E,OBRA GRIS,MADERA,NO LE INTERESA,733.0,17512000.0
2025-03-27,Luis Romero,FINANCIACION PROPIA,CÓRDOBA CAPITAL,79.2,CABAÑA,S.F,OBRA GRIS,LADRILLO,NO LE INTERESA,15.0,27190000.0
2025-05-14,Diego Lopez,FINANCIACION PROPIA,CARLOS PAZ,77.8,AMERICANA,S.F,OBRA GRIS,LADRILLO,NO LE INTERESA,52.0,27626000.0
2024-06-13,Juan Garcia,PLAN 36-60,ALTA GRACIA,43.8,CABAÑA,S.F,OBRA GRIS,LADRILLO,POTABLE,44.0,15143000.0
2024-06-30,Maria Gonzalez,CONTADO,CÓRDOBA CAPITAL,80.4,MINIMALISTA,S.F,LLAVE EN MANO,LADRILLO,POTABLE,21.0,39479000.0
2025-04-13,Elena Sanchez,NO SABE,CÓRDOBA CAPITAL,59.3,CABAÑA,W.F,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,21.0,27860000.0
2026-01-04,Pedro Romero,FINANCIACION PROPIA,SANTIAGO DEL ESTERO,79.8,MINIMALISTA,E.E,OBRA GRIS,PIEDRA NATURAL,NO LE INTERESA,418.0,22627000.0
2024-01-07,Elena Garcia,CONTADO,CARLOS PAZ,66.5,AMERICANA,E.E,LLAVE EN MANO,PIEDRA NATURAL,POTABLE,37.0,25695000.0
2024-11-25,Pedro Perez,CONTADO,CÓRDOBA CAPITAL,24.6,AMERICANA,S.F,LLAVE EN MANO,PIEDRA NATURAL,NO LE INTERESA,28.0,12483000.0
2026-02-13,Diego Sanchez,PLAN 36-60,ALTA GRACIA,89.9,CABAÑA,E.E,LLAVE EN MANO,MADERA,NO LE INTERESA,40.0,34661000.0
2025-11-03,Juan Perez,PLAN 36-60,CÓRDOBA CAPITAL,56.0,AMERICANA,S.F,LLAVE EN MANO,LADRILLO,POTABLE,9.0,26295000.0
2024-05-30,Diego Martinez,CONTADO,LA PLATA,66.5,MINIMALISTA,S.F,OBRA GRIS,LADRILLO,NO LE INTERESA,758.0,23633000.0
2024-03-25,Luis Romero,PLAN 36-60,CARLOS PAZ,28.1,MINIMALISTA,S.F,LLAVE EN MANO,LADRILLO,VENDIDO,32.0,14437000.0
2024-05-26,Ana Sanchez,PLAN 36-60,CÓRDOBA CAPITAL,65.1,AMERICANA,E.E,LLAVE EN MANO,MADERA,POTABLE,27.0,26667000.0
2025-09-15,Ana Romero,FINANCIACION PROPIA,BUENOS AIRES,77.1,AMERICANA,W.F,LLAVE EN MANO,MADERA,POTABLE,670.0,34778000.0
2025-01-15,Luis Gonzalez,PLAN 36-60,CARLOS PAZ,93.7,AMERICANA,E.E,LLAVE EN MANO,,NO LE INTERESA,45.0,36995000.0
2025-07-01,Carla Martinez,PLAN 36-60,CÓRDOBA CAPITAL,83.0,CABAÑA,E.E,OBRA GRIS,LADRILLO,NO LE INTERESA,13.0,22416000.0
